Country,Name,Code,AirportCode,AirportName
Egipt,TUI KIDS CLUB JAZ Samaya,RMF18040,RMF,Marsa Alam
Tajlandia,Ramada Khao Lak Resort,HKT53002,HKT,Phuket
Zanzibar,Zanzi Resort,ZNZ70010,ZNZ,Zanzibar
Grecja,Sunshine Rhodes,RHO20010,RHO,Rodos
Dominikana,Hilton La Romana,PUJ60005,PUJ,Punta Cana
Portugalia,Dom Pedro Garajau,FNC20663,FNC,Funchal
Czarnogóra,Ami Hotel,TGD19005,TGD,Podgorica
Grecja,Caravia Beach,KGS23010,KGS,Kos
Egipt,Beach Albatros,HRG11029,HRG,Hurghada
Albania,Julius,TIA15023,TIA,Tirana
Portugalia,Pine Cliffs Hotel a Luxury Collection Resort,FAO21018,FAO,Faro
Bu³garia,Tia Maria,BOJ10031,BOJ,Burgas
Hiszpania,Platja D'or,PMI83056,PMI,Palma de Mallorca
Hiszpania,Sol Milanos Pinguinos,MAH25005,MAH,Minorka
Malediwy,Thulhagiri Island Resort and Spa,MLE20036,MLE,Male
Grecja,Kriti Beach,HER80061,HER,Heraklion
Grecja,Arina Beach Resort,HER32010,HER,Heraklion
Bu³garia,Hotel Chaika Beach,BOJ11017,BOJ,Burgas
Grecja,Stella Palace,HER41069,HER,Heraklion
Meksyk,Riu Playacar,CUN43039,CUN,Cancun
Egipt,Concorde Moreen Beach Resort & Spa,RMF18055,RMF,Marsa Alam
Tunezja,El Mouradi Club Kantaoui,NBE11006,NBE,Enfidha
Grecja,Glaros Beach,HER41050,HER,Heraklion
Wyspy Kanaryjskie,Hotel Cordial Mogan Playa,LPA52010,LPA,Gran Canaria
Portugalia,Enotel Baia,FNC15002,FNC,Funchal
Hiszpania,Globales Samoa,PMI58012,PMI,Palma de Mallorca
Hiszpania,Amare Marbella Beach Hotel,AGP24045,AGP,Costa del Sol
Egipt,Albatros Aqua Park Sharm El Sheikh,SSH13012,SSH,Sharm El Sheikh
Dominikana,Bahia Principe Luxury Ambar,PUJ62035,PUJ,Punta Cana
Grecja,Loutanis Hotel,RHO14060,RHO,Rodos
Turcja,Paloma Orenda,AYT48021,AYT,Antalya
Hiszpania,Insotel Club Maryland,FXX10010,IBZ,Ibiza
Grecja,Mastichari Bay,KGS22015,KGS,Kos
Hiszpania,Gran Hotel Guadalpin Banus,AGP24041,AGP,Costa del Sol
Dominikana,Royalton CHIC Punta Cana Resort & Spa,PUJ35008,PUJ,Punta Cana
Turcja,TUI BLUE Pascha Bay,AYT57054,AYT,Antalya
Tajlandia,Sunwing Resort Kamala Beach ,HKT34001,HKT,Phuket
Grecja,Hotel Kalogria Beach,GPA19011,GPA,Araxos
Grecja,Panorama Hotel,CHQ24026,CHQ,Chania
Wyspy Kanaryjskie,GF Gran Costa Adeje,TFS31029,TFS,Teneryfa
Chorwacja,Hotel Astarea,DBV12001,DBV,Dubrownik
Jamajka,Hotel Riu Palace Jamaica,MBJ30044,MBJ,Montego Bay
Turcja,Hotel Grand Zaman Beach,AYT61026,AYT,Antalya
Dominikana,Grand Palladium Bavaro Suites Resort Spa,PUJ62036,PUJ,Punta Cana
Zanzibar,AHG Waridi Beach Resort & Spa,ZNZ30012,ZNZ,Zanzibar
Bu³garia,Melia Sunny Beach,BOJ11041,BOJ,Burgas
Egipt,Happy Life Village,SSH12130,SSH,Sharm El Sheikh
Turcja,Smart Stay Beach Bodrum,BJV22075,BJV,Milas-Bodrum
Grecja,Bitzaro Palace,ZTH15004,ZTH,Zakynthos
Sri Lanka,Hotel Goldi Sands,CMB11001,CMB,Sri Lanka
Kuba,Melia Peninsula Varadero,VRA20128,HAV,Havana
Bu³garia,.COM,VAR41020,VAR,Warna
Zanzibar,Zanzibar Queen Hotel,ZNZ60004,ZNZ,Zanzibar
Wyspy Kanaryjskie,Riu Arecas,TFS31032,TFS,Teneryfa
Indonezja - Bali,Sheraton Bali Kuta Resort,DPS15062,DPS,Denpasar
Portugalia,FourViews Baia,FNC11070,FNC,Funchal
Czarnogóra,Apartments Krug,TGD10041,DBV,Dubrownik
Turcja,TUI BLUE Ephesus,ADB11999,ADB,Izmir
Grecja,Nefeli,HER80063,HER,Heraklion
Turcja,TUI MAGIC LIFE Jacaranda,AYT41065,AYT,Antalya
Turcja,Bosphorus Sorgun Hotel,AYT48016,AYT,Antalya
Turcja,Aparthotel Süral Garden,AYT41031,AYT,Antalya
Hiszpania,Grupotel Aldea Calan Bosch,MAH29060,MAH,Minorka
Bu³garia,Mimosa Sunshine,VAR21005,VAR,Warna
Grecja,Elounda Gulf Villas - Villas & Suites,HER50000,HER,Heraklion
Wyspy Kanaryjskie,Paradise Park Fun Lifestyle Hotel ,TFS33012,TFS,Teneryfa
Turcja,Begonville Beach ,DLM10106,DLM,Dalaman
Grecja,Dimitrios Beach,HER80008,HER,Heraklion
Grecja,Alexandra Beach,KGS13001,KGS,Kos
Wyspy Kanaryjskie,New Folias,LPA21002,LPA,Gran Canaria
Cypr,Atlantica Sungarden Beach,LCA20005,LCA,Larnaca
Egipt,Imperial Shams Abu Soma,HRG12003,HRG,Hurghada
Bu³garia,Astor Garden Hotel,VAR11012,VAR,Warna
Tajlandia,The KEE Resort & Spa Hotel,HKT40003,HKT,Phuket
Turcja,Adam & Eve,AYT31011,AYT,Antalya
Turcja,Ephesia,ADB11038,ADB,Izmir
Hiszpania,Pabisa Sofia,PMI43024,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Appartements Parque del Sol,TFS31053,TFS,Teneryfa
Hiszpania,Serrano Palace,PMI73040,PMI,Palma de Mallorca
Hiszpania,Globales Mimosa,PMI24061,PMI,Palma de Mallorca
Turcja,Azura Deluxe Resort Aqua & Sorgun,AYT48009,AYT,Antalya
Chorwacja,Hotel Jadran,SPU23021,SPU,Split
Mauritius,La Pirogue - A Sun Resort Mauritius,MRU30050,MRU,Mauritius
Indonezja - Bali,Kupu Kupu Barong Villas & Mango Tree Spa by L'Occitane,DPS21046,DPS,Denpasar
Zjednoczone Emiraty Arabskie,Hampton by Hilton Marjan Island,RKT15022,DXB,Dubai
Hiszpania,TUI SUNEO Lagomonte,PMI83062,PMI,Palma de Mallorca
Hiszpania,Globales Santa Lucia,PMI24028,PMI,Palma de Mallorca
Grecja,Sheraton Rhodes Resort,RHO12070,RHO,Rodos
Portugalia,Porto Bay Falesia,FAO21020,FAO,Faro
Bu³garia,Hotel Globus,BOJ11021,BOJ,Burgas
Wyspy Kanaryjskie,H10 Gran Tinerfe,TFS38045,TFS,Teneryfa
Turcja,Sunis Efes Royal Palace,ADB15010,ADB,Izmir
Bu³garia,Erma,VAR21052,VAR,Warna
Grecja,GRECOTEL Plaza Beach House,HER80080,HER,Heraklion
Turcja,Side Alegria Hotel & Spa,AYT42014,AYT,Antalya
Turcja,Eftalia Aqua Spa,AYT57046,AYT,Antalya
Tajlandia,Kata Palm Resort Spa,HKT44028,HKT,Phuket
Seszele,Hilton Seychelles Labriz Resort & Spa,SEZ35010,SEZ,Mahe
Egipt,Old Palace,HRG10065,HRG,Hurghada
Wyspy Kanaryjskie,Gran Castillo Tagoro Family & Fun,ACE23041,ACE,Lanzarote
Cypr,TUI BLUE Atlantica Mare Village,PFO10064,PFO,Pafos
Wyspy Kanaryjskie,Secrets Lanzarote Resort & Spa,ACE26025,ACE,Lanzarote
Wyspy Kanaryjskie,Ferienpark Eden,TFS11051,TFS,Teneryfa
Egipt,Albatros Palace Resort Sharm El Sheikh ,SSH10029,SSH,Sharm El Sheikh
Turcja,Hotel Royal Atlantis Beach,AYT41009,AYT,Antalya
Kenia,Serena Beach Resort & Spa,MBA13033,MBA,Mombasa
Cypr,Alexander The Great,PFO10023,PFO,Pafos
Turcja,Riviera Hotel Spa,AYT61034,AYT,Antalya
Meksyk,Grand Sunset Princess,CUN43059,CUN,Cancun
Egipt,Coral Sun Beach,HRG12005,HRG,Hurghada
Wyspy Kanaryjskie,Gloria Palace Amadores Thalasso & Spa,LPA51005,LPA,Gran Canaria
Turcja,Okaliptus,BJV21012,BJV,Milas-Bodrum
Bu³garia,Prestige Deluxe Aquapark   ,VAR21211,VAR,Warna
Cypr,Vangelis Hotel & Suites,LCA15001,LCA,Larnaca
Chorwacja,Valamar Argosy Hotel,DBV11021,DBV,Dubrownik
Dominikana,Majestic Mirage Punta Cana,PUJ62091,PUJ,Punta Cana
Hiszpania,TUI BLUE Isla Cristina Palace,HEV13001,FAO,Faro
Grecja,Blue Lagoon Resort,KGS11010,KGS,Kos
Bu³garia,Duni Royal Marina Beach,BOJ12008,BOJ,Burgas
Grecja,Frosini,KGS24022,KGS,Kos
Turcja,Kaya Palazzo Golf Resort,AYT31018,AYT,Antalya
Grecja,Esperos Blue Village and Spa,RHO13046,RHO,Rodos
Grecja,Casa Cabana,RHO13101,RHO,Rodos
Bu³garia,Kuban Resort & Aqua Park,BOJ11023,BOJ,Burgas
Kuba,Iberostar Laguna Azul ,VRA20187,HAV,Havana
Cypr,Constantinou Bros Athena Royal Beach Hotel,PFO10013,PFO,Pafos
Turcja,Hotel Side Star Park,AYT43106,AYT,Antalya
Hiszpania,Iberostar Albufera Playa,PMI83095,PMI,Palma de Mallorca
Hiszpania,AluaSoul Carolina,PMI72000,PMI,Palma de Mallorca
Bu³garia,MiRaBelle,VAR21007,VAR,Warna
Grecja,Mayor La Grotta Verde Grand Resort,CFU41001,CFU,Korfu
Sri Lanka,Coco Royal Beach Resort,CMB34001,CMB,Sri Lanka
Hiszpania,Inturotel Cala Esmeralda Beach Hotel & Spa,PMI55024,PMI,Palma de Mallorca
Hiszpania,55 Santo Tomas,MAH12006,MAH,Minorka
Grecja,Commodore,ZTH11003,ZTH,Zakynthos
Cypr,Evabelle Napa Hotel Apartaments,LCA20034,LCA,Larnaca
Portugalia,Quinta do Furao,FNC22022,FNC,Funchal
Turcja,Concorde de Luxe Resort,AYT24060,AYT,Antalya
Grecja,Nirvana Beach,RHO10014,RHO,Rodos
Bu³garia,Prestige Hotel and Aquapark,VAR21004,VAR,Warna
Aruba,MVC Eagle Beach,AUA10045,AUA,Aruba
Wyspy Kanaryjskie,ADRIAN Hotels Roca Nivaria,TFS34040,TFS,Teneryfa
Turcja,Crystal Aura Beach Resort & Spa,AYT13076,AYT,Antalya
Bu³garia,Bonita Beach ,VAR21101,VAR,Warna
Turcja,Kefaluka Resort,BJV33010,BJV,Milas-Bodrum
Portugalia,Quintinha de Sao Joao,FNC11064,FNC,Funchal
Tunezja,Paradis Palace,NBE16006,NBE,Enfidha
Grecja,Aquablue Boutique Hotel & Spa,KGS11050,KGS,Kos
Hiszpania,BelleVue Vistanova ,PMI24058,PMI,Palma de Mallorca
Wyspy Kanaryjskie,H10 Ocean Suites  ,FUE24010,FUE,Fuerteventura
Wyspy Kanaryjskie,Labranda Aloe Club,FUE24045,FUE,Fuerteventura
Wyspy Kanaryjskie,HL Suites Nardos,LPA31148,LPA,Gran Canaria
Egipt,Bella Vista,HRG11088,HRG,Hurghada
Dominikana,Catalonia Royal Bavaro,PUJ62073,PUJ,Punta Cana
Tunezja,Manar,NBE16048,NBE,Enfidha
Hiszpania,Globales Cala'n Blanes,MAH30009,MAH,Minorka
Hiszpania,Nordeste Playa,PMI82029,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Alua Suites Fuerteventura ,FUE24044,FUE,Fuerteventura
Hiszpania,Bungalows Mar Blau,MAH25006,MAH,Minorka
Hiszpania,Hipotels Mediterraneo Club,PMI68012,PMI,Palma de Mallorca
Turcja,Seaden Side Valentine,AYT42043,AYT,Antalya
Grecja,Tigaki Beach,KGS21012,KGS,Kos
Hiszpania,Iberostar Club Cala Barca,PMI55070,PMI,Palma de Mallorca
Tunezja,Le Sultan,NBE16200,NBE,Enfidha
Wyspy Kanaryjskie,Best Tenerife,TFS38092,TFS,Teneryfa
Portugalia,Sentido Galomar,FNC20061,FNC,Funchal
Grecja,Almira Hotel,GPA18030,GPA,Araxos
Turcja,Phoenix Sun,BJV22006,BJV,Milas-Bodrum
Bu³garia,Hotel Melia Grand Hermitage,VAR21060,VAR,Warna
Bu³garia,Kaliakra Palace,VAR21043,VAR,Warna
Grecja,Corali  ,KGS21006,KGS,Kos
Wyspy Kanaryjskie,Alua Atlantico Golf Resort,TFS23004,TFS,Teneryfa
Grecja,ATLANTICA Caldera Bay,CHQ18040,CHQ,Chania
Wyspy Kanaryjskie,Catalonia Punta del Rey,TFS19023,TFS,Teneryfa
Cypr,Faros Hotel Ayia Napa,LCA20018,LCA,Larnaca
Cypr,TUI SUNEO Atlantica Sancta Napa,LCA20030,LCA,Larnaca
Grecja,Dimitrios Village,HER80050,HER,Heraklion
Grecja,Atalanti Boutique Hotel,RHO13115,RHO,Rodos
Wyspy Kanaryjskie,Bahia Principe Sunlight Tenerife ,TFS34080,TFS,Teneryfa
Hiszpania,Alua Soul Mallorca Resort,PMI55034,PMI,Palma de Mallorca
Dominikana,Catalonia Royal La Romana ,PUJ60021,PUJ,Punta Cana
Zanzibar,RIU Jambo,ZNZ40040,ZNZ,Zanzibar
Hiszpania,Iberostar Selection Playa de Muro Village,PMI83093,PMI,Palma de Mallorca
Grecja,TUI SUNEO Niriides Beach,KGS13003,KGS,Kos
Tunezja,Vincci Dar Midoun,DJE19024,DJE,Djerba
Dominikana,Riu Palace Macao,PUJ62013,PUJ,Punta Cana
Tunezja,Omar Khayam Resort & Aquapark,NBE16081,NBE,Enfidha
Turcja,SplashWorld Eftalia Splash Resort,AYT57044,AYT,Antalya
Hiszpania,Aparthotel Calas Park,PMI58025,PMI,Palma de Mallorca
Turcja,Club Tuana,DLM23085,DLM,Dalaman
Wyspy Kanaryjskie,Kn Columbus,TFS38094,TFS,Teneryfa
Wyspy Kanaryjskie,Iberostar Selection Sabila,TFS31352,TFS,Teneryfa
Cypr,Narcissos Hotel Apartaments,LCA15040,LCA,Larnaca
Cypr,Atlantica Sungarden Park,LCA20201,LCA,Larnaca
Chorwacja,Hotel Osmine,DBV35011,DBV,Dubrownik
Portugalia,Riu Palace Madeira,FNC20020,FNC,Funchal
Hiszpania,Marbella Club Hotel - Golf Resort and Spa,AGP24054,AGP,Costa del Sol
Zanzibar,Sea Cliff Resort & Spa Zanzibar,ZNZ70001,ZNZ,Zanzibar
Kuba,Starfish Varadero,VRA20181,HAV,Havana
Indonezja - Bali,Puri Santrian,DPS18025,DPS,Denpasar
Egipt,Serenity Fun City Resort,HRG13053,HRG,Hurghada
Hiszpania,Hipotels Said,PMI63009,PMI,Palma de Mallorca
Turcja,Sherwood Exclusive Lara,AYT24003,AYT,Antalya
Tajlandia,X10 Khaolak Resort,HKT53038,HKT,Phuket
Turcja,Vogue Hotel Bodrum,BJV26013,BJV,Milas-Bodrum
Portugalia,Vila Gale Nautico,FAO15001,FAO,Faro
Portugalia,Porto Mare Resort,FNC11007,FNC,Funchal
Turcja,Sarpedor Boutique Hotel & Spa,BJV26061,BJV,Milas-Bodrum
Grecja,Appartements Helidonia,GPA10010,GPA,Araxos
Turcja,Fame Residence Lara & Spa,AYT24021,AYT,Antalya
Portugalia,Pestana Casino Park Ocean & Spa,FNC11076,FNC,Funchal
Chorwacja,Hotel Faraon,DBV37011,DBV,Dubrownik
Czarnogóra,Avala,TGD10010,TGD,Podgorica
Egipt,Aladdin Beach Resort,HRG11027,HRG,Hurghada
Tunezja,Welcome Meridiana Resort,DJE11026,DJE,Djerba
Grecja,Lyttos Beach,HER41090,HER,Heraklion
Grecja,TUI BLUE Elounda Village,HER50030,HER,Heraklion
Turcja,Hotel Nova Park,AYT42040,AYT,Antalya
Tajlandia,Mandarava Resort & Spa,HKT42111,HKT,Phuket
Turcja,Supreme Marmaris,DLM10067,DLM,Dalaman
Bu³garia,Diamant Residence ,BOJ11100,BOJ,Burgas
Wyspy Kanaryjskie,Bahia Principe Sunlight Costa Adeje,TFS34070,TFS,Teneryfa
Bu³garia,Arena Mar,VAR21104,VAR,Warna
Cypr,Anassa,PFO09301,PFO,Pafos
Turcja,Hotel Miracle Resort,AYT24070,AYT,Antalya
Turcja,Samara,BJV26015,BJV,Milas-Bodrum
Egipt,Radisson Blu Resort El Quseir,RMF14030,RMF,Marsa Alam
Hiszpania,Valentin Star,MAH29015,MAH,Minorka
Wyspy Kanaryjskie,Melia Fuerteventura,FUE12001,FUE,Fuerteventura
Turcja,Sirene Belek Hotel,AYT31026,AYT,Antalya
Wyspy Kanaryjskie,Bahia Principe Fantasia Tenerife ,TFS23014,TFS,Teneryfa
Hiszpania,SplashWorld Globales Bouganvilla,PMI68020,PMI,Palma de Mallorca
Bu³garia,Clubhotel Miramar,VAR19030,VAR,Warna
Wyspy Kanaryjskie,Riu Buenavista,TFS34020,TFS,Teneryfa
Indonezja - Bali,Melia Bali,DPS20014,DPS,Denpasar
Grecja,Zante Palace,ZTH13024,ZTH,Zakynthos
Grecja,Riviera Hotel,RHO11085,RHO,Rodos
Grecja,Nana Princess,HER41093,HER,Heraklion
Grecja,Lindos Mare,RHO17013,RHO,Rodos
Egipt,Jaz Makadi Saraya Resort,HRG13020,HRG,Hurghada
Kenia,Swahili Beach Resort,MBA21001,MBA,Mombasa
Kenia,Neptune Palm Beach Boutique Resort & Spa,MBA24005,MBA,Mombasa
Hiszpania,Sol Marbella Estepona Atalaya Park,AGP25002,AGP,Costa del Sol
Grecja,Ilios Beach Hotel,HER80183,HER,Heraklion
Grecja,Thalassa Beach Resort,CHQ10010,HER,Heraklion
Hiszpania,TUI BLUE Grupotel Turquesa Mar,MAH26040,MAH,Minorka
Egipt,Ali Baba Palace,HRG11030,HRG,Hurghada
Grecja,Orpheas Resort,HER28020,HER,Heraklion
Tajlandia,TUI SUNEO Bangtao,HKT49022,HKT,Phuket
Bu³garia,TUI Blue Nevis Resort,BOJ11193,BOJ,Burgas
Cypr,Louis Phaethon Beach,PFO10008,PFO,Pafos
Grecja,Domes Aulus Zante,ZTH19013,ZTH,Zakynthos
Grecja,Koukis Beach,ZTH12006,ZTH,Zakynthos
Hiszpania,Exagon Park,PMI82073,PMI,Palma de Mallorca
Cypr,TUI BLUE Pioneer Beach,PFO10034,PFO,Pafos
Hiszpania,Club Hotel Aguamarina,MAH19009,MAH,Minorka
Zjednoczone Emiraty Arabskie,Hotel Atlantis the Palm,DXB20005,DXB,Dubai
Wyspy Kanaryjskie,H10 Playa Esmeralda,FUE22031,FUE,Fuerteventura
Cypr,Constantinou Bros Athena Beach Hotel,PFO10015,PFO,Pafos
Hiszpania,Globales Cala Blanca,MAH24018,MAH,Minorka
Portugalia,The Cliff Bay,FNC11080,FNC,Funchal
Wyspy Kanaryjskie,INNside by Melia Fuerteventura (ex. Sol Beach House at Melia Fuerteventura),FUE12005,FUE,Fuerteventura
Chorwacja,Holiday Village Sagitta,SPU26111,SPU,Split
Wyspy Kanaryjskie,Pocillos Playa,ACE20013,ACE,Lanzarote
Dominikana,Bahia Principe Grand Bavaro,PUJ62017,PUJ,Punta Cana
Grecja,Louis Kerkyra Blue,CFU51001,CFU,Korfu
Hiszpania,Club Hotel Cala Ratjada,PMI73034,PMI,Palma de Mallorca
Grecja,GRECOTEL Creta Palace,HER80040,HER,Heraklion
Hiszpania,Flacalco Hotel & Apartments,PMI73082,PMI,Palma de Mallorca
Grecja,Albatros Resort & Spa,HER41021,HER,Heraklion
Bu³garia,Hotel Astera,VAR21030,VAR,Warna
Tunezja,Djerba Resort,DJE11004,DJE,Djerba
Tajlandia,Centara Grand Beach Resort Phuket,HKT42006,HKT,Phuket
Wyspy Kanaryjskie,AF Valle la Orotava,TFS11101,TFS,Teneryfa
Sri Lanka,Hotel Citrus Hikkaduwa,CMB75009,CMB,Sri Lanka
Wyspy Kanaryjskie,Vincci Tenerife Golf,TFS23001,TFS,Teneryfa
Turcja,Aqua Fantasy Aquapark Hotel and Spa,ADB11014,ADB,Izmir
Hiszpania,Alua Las Rocas,PMI55085,PMI,Palma de Mallorca
Hiszpania,TUI BLUE Alcudia Pins,PMI83039,PMI,Palma de Mallorca
Turcja,Haydarpasha Palace,AYT57021,AYT,Antalya
Egipt,Hilton Marsa Alam Nubian Resort,RMF18050,RMF,Marsa Alam
Turcja,Grand Cettia,DLM10049,DLM,Dalaman
Turcja,Green Nature Resort,DLM10115,DLM,Dalaman
Wyspy Kanaryjskie,Aparthotel Sotavento Beach Club,FUE22035,FUE,Fuerteventura
Bu³garia,Hotel Esperanto,BOJ11006,BOJ,Burgas
Bu³garia,Andalucia Beach,BOJ15055,BOJ,Burgas
Grecja,Agla,RHO11010,RHO,Rodos
Grecja,Elysium Resort & Spa,RHO13042,RHO,Rodos
Tunezja,Eden,NBE14023,NBE,Enfidha
Bu³garia,Hotel Malibu,VAR41005,VAR,Warna
Hiszpania,Na Taconera,PMI73074,PMI,Palma de Mallorca
Cypr,Almyra,PFO10030,PFO,Pafos
Grecja,Sunrise Village,CHQ18002,HER,Heraklion
Bu³garia,DIT Majestic Beach Resort,BOJ11033,BOJ,Burgas
Dominikana,Riu Palace Punta Cana,PUJ62052,PUJ,Punta Cana
Jamajka,Hotel Riu Montego Bay,MBJ30045,MBJ,Montego Bay
Grecja,Lydia Maris,RHO14020,RHO,Rodos
Hiszpania,Valentin Park Club & Apartments,PMI33013,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Riu Palace Meloneras Resort,LPA41020,LPA,Gran Canaria
Tunezja,Iberostar Selection Kuriat Palace,NBE14080,NBE,Enfidha
Tajlandia,TUI BLUE Khao Lak  Resort,HKT53030,HKT,Phuket
Wyspy Kanaryjskie,Maspalomas Princess,LPA61027,LPA,Gran Canaria
Egipt,LTI Akassia Beach,RMF18044,RMF,Marsa Alam
Cypr,Nissiblu Beach Resort,LCA20117,LCA,Larnaca
Hiszpania,HYB Eurocalas by Garden Hotels,PMI58040,PMI,Palma de Mallorca
Wyspy Kanaryjskie,Apartmenthotel Floresta,ACE20017,ACE,Lanzarote
Tunezja,Palm Beach Club Hammamet,NBE16009,NBE,Enfidha
Egipt,Alf Leila Wa Leila,HRG11002,HRG,Hurghada
Grecja,Admiral Argassi,ZTH11009,ZTH,Zakynthos
Portugalia,Dom Pedro Madeira,FNC21010,FNC,Funchal
Turcja,Kemer Barut Collection,AYT13012,AYT,Antalya
Turcja,Alba Resort,AYT41002,AYT,Antalya
Turcja,Mukarnas Spa Resort,AYT53001,AYT,Antalya
Hiszpania,Club Cala Romani,PMI58035,PMI,Palma de Mallorca
Indonezja - Bali,Ayodya Resort Bali,DPS20016,DPS,Denpasar
Malediwy,Kuramathi Maldives,MLE50020,MLE,Male
Egipt,JAZ Grand Marsa,RMF18014,RMF,Marsa Alam
Wyspy Kanaryjskie,Tropical Park,TFS08010,TFS,Teneryfa
Turcja,Seher Resort & Spa,AYT41022,AYT,Antalya
Turcja,Dream World Resort & Spa,AYT43018,AYT,Antalya
Grecja,Delfina ART,HER28026,HER,Heraklion
Egipt,Golden Beach Resort,HRG11168,HRG,Hurghada
Mauritius,LUX* Le Morne,MRU60010,MRU,Mauritius
Wyspy Kanaryjskie,Alexandre La Siesta,TFS38081,TFS,Teneryfa
Hiszpania,Alua Hawaii Ibiza,IBZ28055,IBZ,Ibiza
Meksyk,Riu Tequila,CUN43050,CUN,Cancun
Grecja,Blue Marine Resort & Spa,HER49018,HER,Heraklion
Turcja,Ramada Resort Kusadasi,ADB11050,ADB,Izmir
Chorwacja,Hotel Bellevue budynek boczny,DBV38072,DBV,Dubrownik
Wyspy Kanaryjskie,TUI BLUE Riu Calypso,FUE11007,FUE,Fuerteventura
Portugalia,Estalagem da Ponta do Sol,FNC15001,FNC,Funchal
Bu³garia,Perunika,VAR21041,VAR,Warna
Bu³garia,Maritim Hotel Paradise Blue Albena,VAR41008,VAR,Warna
Albania,Edart,TIA10103,TIA,Tirana
Tunezja,Caribbean World Monastir,NBE14011,NBE,Enfidha
Hiszpania,Cala Millor Garden,PMI63071,PMI,Palma de Mallorca
Indonezja - Bali,Sol by Melia Benona Bali,DPS19037,DPS,Denpasar
Dominikana,Dreams Punta Cana Resort & Spa,PUJ35012,PUJ,Punta Cana
Dominikana,Bahia Principe Grand Punta Cana,PUJ62093,PUJ,Punta Cana
Portugalia,FourViews Oasis,FNC20005,FNC,Funchal
Wyspy Kanaryjskie,Royal Palm Resort & Spa,FUE14020,FUE,Fuerteventura
Hiszpania,Iberostar Selection Santa Eulalia,IBZ34027,IBZ,Ibiza
Chorwacja,Hotel Tirena,DBV11024,DBV,Dubrownik
Indonezja - Bali,Ubud Village Hotel,DPS21061,DPS,Denpasar
Wyspy Kanaryjskie,Don Gregory by Dunas,LPA21006,LPA,Gran Canaria
Kuba,Memories Varadero,VRA20135,HAV,Havana
Wyspy Kanaryjskie,Guayarmina Princess,TFS31080,TFS,Teneryfa
